Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1991Q3,0.0705969,1803.089
Industry aggregates,Primary industries,SG01RSC02B01A99,1991Q4,0.0836989,2515.755
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1991Q4,0.2450591,6487.715
Industry aggregates,Services industries,SG01RSC02B01C99,1991Q4,0.6006451,17146.693
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1991Q4,0.0705969,1818.151
Industry aggregates,Primary industries,SG01RSC02B01A99,1992Q1,0.0836989,2516.286
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1992Q1,0.2450591,6578.420
Industry aggregates,Services industries,SG01RSC02B01C99,1992Q1,0.6006451,17139.299
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1992Q1,0.0705969,1871.499
Industry aggregates,Primary industries,SG01RSC02B01A99,1992Q2,0.0823840,2431.670
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1992Q2,0.2443816,6573.396
Industry aggregates,Services industries,SG01RSC02B01C99,1992Q2,0.6025137,17203.140
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1992Q2,0.0707207,1822.769
Industry aggregates,Primary industries,SG01RSC02B01A99,1992Q3,0.0823840,2270.117
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1992Q3,0.2443816,6419.391
Industry aggregates,Services industries,SG01RSC02B01C99,1992Q3,0.6025137,17246.228
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1992Q3,0.0707207,1839.472
Industry aggregates,Primary industries,SG01RSC02B01A99,1992Q4,0.0823840,2220.405
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1992Q4,0.2443816,6624.812
Industry aggregates,Services industries,SG01RSC02B01C99,1992Q4,0.6025137,17456.643
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1992Q4,0.0707207,1862.454
Industry aggregates,Primary industries,SG01RSC02B01A99,1993Q1,0.0823840,2355.772
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1993Q1,0.2443816,6783.809
Industry aggregates,Services industries,SG01RSC02B01C99,1993Q1,0.6025137,17654.477
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1993Q1,0.0707207,1871.195
Industry aggregates,Primary industries,SG01RSC02B01A99,1993Q2,0.0870138,2534.073
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1993Q2,0.2458959,6910.479
Industry aggregates,Services industries,SG01RSC02B01C99,1993Q2,0.5965444,17917.909
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1993Q2,0.0705460,1909.826
Industry aggregates,Primary industries,SG01RSC02B01A99,1993Q3,0.0870138,2621.904
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1993Q3,0.2458959,7138.449
Industry aggregates,Services industries,SG01RSC02B01C99,1993Q3,0.5965444,18098.922
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1993Q3,0.0705460,1947.155
Industry aggregates,Primary industries,SG01RSC02B01A99,1993Q4,0.0870138,2726.624
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1993Q4,0.2458959,7043.373
Industry aggregates,Services industries,SG01RSC02B01C99,1993Q4,0.5965444,18316.693
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1993Q4,0.0705460,1987.825
Industry aggregates,Primary industries,SG01RSC02B01A99,1994Q1,0.0870138,2724.796
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1994Q1,0.2458959,7111.687
Industry aggregates,Services industries,SG01RSC02B01C99,1994Q1,0.5965444,18756.367
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1994Q1,0.0705460,2020.272
Industry aggregates,Primary industries,SG01RSC02B01A99,1994Q2,0.0771968,2620.377
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1994Q2,0.2532535,7277.532
Industry aggregates,Services industries,SG01RSC02B01C99,1994Q2,0.5957015,18805.874
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1994Q2,0.0738481,2079.071
Industry aggregates,Primary industries,SG01RSC02B01A99,1994Q3,0.0771968,2634.991
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1994Q3,0.2532535,7597.151
Industry aggregates,Services industries,SG01RSC02B01C99,1994Q3,0.5957015,18895.289
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1994Q3,0.0738481,2123.833
Industry aggregates,Primary industries,SG01RSC02B01A99,1994Q4,0.0771968,2621.114
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1994Q4,0.2532535,7650.046
Industry aggregates,Services industries,SG01RSC02B01C99,1994Q4,0.5957015,19234.443
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1994Q4,0.0738481,2158.230
Industry aggregates,Primary industries,SG01RSC02B01A99,1995Q1,0.0771968,2620.721
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1995Q1,0.2532535,7715.835
Industry aggregates,Services industries,SG01RSC02B01C99,1995Q1,0.5957015,19636.062
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1995Q1,0.0738481,2185.792
Industry aggregates,Primary industries,SG01RSC02B01A99,1995Q2,0.0757182,2735.116
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1995Q2,0.2460201,7749.985
Industry aggregates,Services industries,SG01RSC02B01C99,1995Q2,0.6043260,19826.872
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1995Q2,0.0739358,2188.172
Industry aggregates,Primary industries,SG01RSC02B01A99,1995Q3,0.0757182,2775.616
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1995Q3,0.2460201,7648.160
Industry aggregates,Services industries,SG01RSC02B01C99,1995Q3,0.6043260,20141.517
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1995Q3,0.0739358,2205.694
Industry aggregates,Primary industries,SG01RSC02B01A99,1995Q4,0.0757182,2771.244
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1995Q4,0.2460201,7759.543
Industry aggregates,Services industries,SG01RSC02B01C99,1995Q4,0.6043260,20257.710
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1995Q4,0.0739358,2228.963
Industry aggregates,Primary industries,SG01RSC02B01A99,1996Q1,0.0757182,2861.602
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1996Q1,0.2460201,7850.634
Industry aggregates,Services industries,SG01RSC02B01C99,1996Q1,0.6043260,20540.828
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1996Q1,0.0739358,2295.962
Industry aggregates,Primary industries,SG01RSC02B01A99,1996Q2,0.0767280,2889.169
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1996Q2,0.2382671,7918.191
Industry aggregates,Services industries,SG01RSC02B01C99,1996Q2,0.6104095,20619.119
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1996Q2,0.0745954,2337.567
Industry aggregates,Primary industries,SG01RSC02B01A99,1996Q3,0.0767280,3046.598
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1996Q3,0.2382671,7870.218
Industry aggregates,Services industries,SG01RSC02B01C99,1996Q3,0.6104095,20749.888
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1996Q3,0.0745954,2349.932
Industry aggregates,Primary industries,SG01RSC02B01A99,1996Q4,0.0767280,3175.416
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1996Q4,0.2382671,7940.309
Industry aggregates,Services industries,SG01RSC02B01C99,1996Q4,0.6104095,20975.057
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1996Q4,0.0745954,2368.087
Industry aggregates,Primary industries,SG01RSC02B01A99,1997Q1,0.0767280,3245.206
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1997Q1,0.2382671,7886.213
Industry aggregates,Services industries,SG01RSC02B01C99,1997Q1,0.6104095,20948.661
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1997Q1,0.0745954,2353.287
Industry aggregates,Primary industries,SG01RSC02B01A99,1997Q2,0.0726902,3281.782
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1997Q2,0.2362091,8033.114
Industry aggregates,Services industries,SG01RSC02B01C99,1997Q2,0.6178022,21306.470
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1997Q2,0.0732985,2406.424
Industry aggregates,Primary industries,SG01RSC02B01A99,1997Q3,0.0726902,3127.979
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1997Q3,0.2362091,8011.835
Industry aggregates,Services industries,SG01RSC02B01C99,1997Q3,0.6178022,21399.691
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1997Q3,0.0732985,2373.705
Industry aggregates,Primary industries,SG01RSC02B01A99,1997Q4,0.0726902,3093.889
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1997Q4,0.2362091,7959.760
Industry aggregates,Services industries,SG01RSC02B01C99,1997Q4,0.6178022,21445.434
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1997Q4,0.0732985,2386.350
Industry aggregates,Primary industries,SG01RSC02B01A99,1998Q1,0.0726902,2921.894
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1998Q1,0.2362091,7985.866
Industry aggregates,Services industries,SG01RSC02B01C99,1998Q1,0.6178022,21418.662
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1998Q1,0.0732985,2398.232
Industry aggregates,Primary industries,SG01RSC02B01A99,1998Q2,0.0701433,3031.008
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1998Q2,0.2274269,7899.286
Industry aggregates,Services industries,SG01RSC02B01C99,1998Q2,0.6326666,21464.417
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1998Q2,0.0697631,2414.206
Industry aggregates,Primary industries,SG01RSC02B01A99,1998Q3,0.0701433,2953.274
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1998Q3,0.2274269,7801.842
Industry aggregates,Services industries,SG01RSC02B01C99,1998Q3,0.6326666,21655.365
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1998Q3,0.0697631,2419.636
Industry aggregates,Primary industries,SG01RSC02B01A99,1998Q4,0.0701433,2975.089
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1998Q4,0.2274269,7766.908
Industry aggregates,Services industries,SG01RSC02B01C99,1998Q4,0.6326666,22081.418
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1998Q4,0.0697631,2481.291
Industry aggregates,Primary industries,SG01RSC02B01A99,1999Q1,0.0701433,2973.271
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1999Q1,0.2274269,7880.252
Industry aggregates,Services industries,SG01RSC02B01C99,1999Q1,0.6326666,22316.652
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1999Q1,0.0697631,2526.651
Industry aggregates,Primary industries,SG01RSC02B01A99,1999Q2,0.0733342,2956.271
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1999Q2,0.2300006,7873.174
Industry aggregates,Services industries,SG01RSC02B01C99,1999Q2,0.6270331,22482.763
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1999Q2,0.0696322,2546.433
Industry aggregates,Primary industries,SG01RSC02B01A99,1999Q3,0.0733342,3126.825
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1999Q3,0.2300006,8126.829
Industry aggregates,Services industries,SG01RSC02B01C99,1999Q3,0.6270331,23043.296
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1999Q3,0.0696322,2602.493
Industry aggregates,Primary industries,SG01RSC02B01A99,1999Q4,0.0733342,3079.824
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1999Q4,0.2300006,8385.201
Industry aggregates,Services industries,SG01RSC02B01C99,1999Q4,0.6270331,23329.329
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1999Q4,0.0696322,2614.285
Industry aggregates,Primary industries,SG01RSC02B01A99,2000Q1,0.0733342,3160.063
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2000Q1,0.2300006,8642.169
Industry aggregates,Services industries,SG01RSC02B01C99,2000Q1,0.6270331,23506.490
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2000Q1,0.0696322,2651.507
Industry aggregates,Primary industries,SG01RSC02B01A99,2000Q2,0.0890626,3109.288
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2000Q2,0.2243688,8384.169
Industry aggregates,Services industries,SG01RSC02B01C99,2000Q2,0.6181093,23766.986
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2000Q2,0.0684593,2618.836
Industry aggregates,Primary industries,SG01RSC02B01A99,2000Q3,0.0890626,3221.913
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2000Q3,0.2243688,8402.157
Industry aggregates,Services industries,SG01RSC02B01C99,2000Q3,0.6181093,23815.789
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2000Q3,0.0684593,2632.748
Industry aggregates,Primary industries,SG01RSC02B01A99,2000Q4,0.0890626,3222.894
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2000Q4,0.2243688,8375.485
Industry aggregates,Services industries,SG01RSC02B01C99,2000Q4,0.6181093,23964.811
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2000Q4,0.0684593,2607.777
Industry aggregates,Primary industries,SG01RSC02B01A99,2001Q1,0.0890626,3169.399
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2001Q1,0.2243688,8222.322
Industry aggregates,Services industries,SG01RSC02B01C99,2001Q1,0.6181093,24269.559
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2001Q1,0.0684593,2611.602
Industry aggregates,Primary industries,SG01RSC02B01A99,2001Q2,0.0908685,3150.191
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2001Q2,0.2200464,8521.033
Industry aggregates,Services industries,SG01RSC02B01C99,2001Q2,0.6211840,24580.853
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2001Q2,0.0679010,2675.400
Industry aggregates,Primary industries,SG01RSC02B01A99,2001Q3,0.0908685,3139.271
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2001Q3,0.2200464,8382.339
Industry aggregates,Services industries,SG01RSC02B01C99,2001Q3,0.6211840,24967.238
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2001Q3,0.0679010,2685.967
Industry aggregates,Primary industries,SG01RSC02B01A99,2001Q4,0.0908685,3081.550
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2001Q4,0.2200464,8493.562
Industry aggregates,Services industries,SG01RSC02B01C99,2001Q4,0.6211840,25333.458
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2001Q4,0.0679010,2752.485
Industry aggregates,Primary industries,SG01RSC02B01A99,2002Q1,0.0908685,3078.673
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2002Q1,0.2200464,8437.240
Industry aggregates,Services industries,SG01RSC02B01C99,2002Q1,0.6211840,25720.705
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2002Q1,0.0679010,2767.280
Industry aggregates,Primary industries,SG01RSC02B01A99,2002Q2,0.0694552,3093.306
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2002Q2,0.2276533,8757.873
Industry aggregates,Services industries,SG01RSC02B01C99,2002Q2,0.6320679,26027.991
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2002Q2,0.0708237,2802.025
Industry aggregates,Primary industries,SG01RSC02B01A99,2002Q3,0.0694552,3041.713
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2002Q3,0.2276533,9183.713
Industry aggregates,Services industries,SG01RSC02B01C99,2002Q3,0.6320679,26019.757
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2002Q3,0.0708237,2903.571
Industry aggregates,Primary industries,SG01RSC02B01A99,2002Q4,0.0694552,3133.950
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2002Q4,0.2276533,9308.669
Industry aggregates,Services industries,SG01RSC02B01C99,2002Q4,0.6320679,26089.578
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2002Q4,0.0708237,2950.340
Industry aggregates,Primary industries,SG01RSC02B01A99,2003Q1,0.0694552,3123.565
Industry aggregates,Goods producing industries,SG01RSC02B01B99,2003Q1,0.2276533,9337.229
Industry aggregates,Services industries,SG01RSC02B01C99,2003Q1,0.6320679,26379.293
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,2003Q1,0.0708237,2983.206
Industry aggregates,Primary industries,SG01RSC02B01A99,2003Q2,0.0664548,3192.520
