hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw,,,
Māori,2022,maori,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3,NA,NA,,,
Māori,2022,maori,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,5.7,NA,NA,,,
Māori,2022,maori,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,2.7,NA,NA,,,
Māori,2022,maori,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.2,NA,NA,,,
Māori,2022,maori,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.5,NA,NA,,,
Māori,2022,maori,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,28.4,NA,NA,,,
Māori,2022,maori,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,19,NA,NA,,,
Māori,2022,maori,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1,NA,NA,,,
Māori,2022,maori,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,3.1,NA,NA,,,
Māori,2022,maori,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,5.3,NA,NA,,,
Māori,2022,maori,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,3.5,NA,NA,,,
Māori,2022,maori,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1,NA,NA,,,
Māori,2022,maori,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.2,NA,NA,,,
Māori,2022,maori,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.7,NA,NA,,,
Māori,2022,maori,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,NA,NA,,,
Māori,2022,maori,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.5,NA,NA,,,
Māori,2022,maori,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.8,NA,NA,,,
Māori,2022,maori,6,Health,Health,group,6,Health,Health,2.6,NA,NA,,,
Māori,2022,maori,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.7,NA,NA,,,
Māori,2022,maori,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.8,NA,NA,,,
Māori,2022,maori,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0,NA,NA,,,
Māori,2022,maori,7,Transport,Transport,group,7,Transport,Transport,13.7,NA,NA,,,
Māori,2022,maori,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,3.4,NA,NA,,,
Māori,2022,maori,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,9,NA,NA,,,
Māori,2022,maori,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.4,NA,NA,,,
Māori,2022,maori,8,Communication,Communication,group,8,Communication,Communication,3.2,NA,NA,,,
Māori,2022,maori,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,NA,NA,,,
Māori,2022,maori,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.2,NA,NA,,,
Māori,2022,maori,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,2.9,NA,NA,,,
Māori,2022,maori,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,6.6,NA,NA,,,
Māori,2022,maori,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.5,NA,NA,,,
Māori,2022,maori,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.1,NA,NA,,,
Māori,2022,maori,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.3,NA,NA,,,
Māori,2022,maori,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.4,NA,NA,,,
Māori,2022,maori,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.4,NA,NA,,,
Māori,2022,maori,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,1,NA,NA,,,
Māori,2022,maori,10,Education,Education,group,10,Education,Education,1.1,NA,NA,,,
Māori,2022,maori,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.6,NA,NA,,,
Māori,2022,maori,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.2,NA,NA,,,
Māori,2022,maori,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.3,NA,NA,,,
Māori,2022,maori,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,NA,NA,,,
Māori,2022,maori,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,5.3,NA,NA,,,
Māori,2022,maori,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.1,NA,NA,,,
Māori,2022,maori,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.1,NA,NA,,,
Māori,2022,maori,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.5,NA,NA,,,
Māori,2022,maori,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,NA,NA,,,
Māori,2022,maori,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.5,NA,NA,,,
Māori,2022,maori,13,Other expenditure,Interest,group,13,Other expenditure,Interest,5,NA,NA,,,
Māori,2022,maori,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,5,NA,NA,,,
Superannuitant,2022,super,1,Food,Food,group,1,Food,Food,21.4,NA,NA,,,
Superannuitant,2022,super,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,3.6,NA,NA,,,
Superannuitant,2022,super,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.7,NA,NA,,,
Superannuitant,2022,super,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,8.6,NA,NA,,,
Superannuitant,2022,super,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.8,NA,NA,,,
Superannuitant,2022,super,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.7,NA,NA,,,
Superannuitant,2022,super,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,5.5,NA,NA,,,
Superannuitant,2022,super,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.7,NA,NA,,,
Superannuitant,2022,super,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,1.7,NA,NA,,,
Superannuitant,2022,super,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,2.6,NA,NA,,,
Superannuitant,2022,super,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.3,NA,NA,,,
Superannuitant,2022,super,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.4,NA,NA,,,
Superannuitant,2022,super,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,23.3,NA,NA,,,
Superannuitant,2022,super,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,7,NA,NA,,,
Superannuitant,2022,super,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,2.5,NA,NA,,,
Superannuitant,2022,super,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,7.7,NA,NA,,,
Superannuitant,2022,super,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,6.1,NA,NA,,,
Superannuitant,2022,super,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,5.8,NA,NA,,,
Superannuitant,2022,super,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.4,NA,NA,,,
Superannuitant,2022,super,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.6,NA,NA,,,
Superannuitant,2022,super,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1.3,NA,NA,,,
Superannuitant,2022,super,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.4,NA,NA,,,
Superannuitant,2022,super,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.6,NA,NA,,,
Superannuitant,2022,super,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1.6,NA,NA,,,
Superannuitant,2022,super,6,Health,Health,group,6,Health,Health,4.9,NA,NA,,,
Superannuitant,2022,super,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.4,NA,NA,,,
Superannuitant,2022,super,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,3.2,NA,NA,,,
Superannuitant,2022,super,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.3,NA,NA,,,
Superannuitant,2022,super,7,Transport,Transport,group,7,Transport,Transport,13.3,NA,NA,,,
Superannuitant,2022,super,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2.8,NA,NA,,,
Superannuitant,2022,super,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,8.6,NA,NA,,,
Superannuitant,2022,super,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.9,NA,NA,,,
Superannuitant,2022,super,8,Communication,Communication,group,8,Communication,Communication,3.7,NA,NA,,,
Superannuitant,2022,super,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.2,NA,NA,,,
Superannuitant,2022,super,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.2,NA,NA,,,
Superannuitant,2022,super,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.4,NA,NA,,,
Superannuitant,2022,super,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,9,NA,NA,,,
Superannuitant,2022,super,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.5,NA,NA,,,
Superannuitant,2022,super,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.3,NA,NA,,,
Superannuitant,2022,super,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.1,NA,NA,,,
Superannuitant,2022,super,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.9,NA,NA,,,
Superannuitant,2022,super,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,2,NA,NA,,,
Superannuitant,2022,super,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,1.2,NA,NA,,,
Superannuitant,2022,super,10,Education,Education,group,10,Education,Education,0.2,NA,NA,,,
Superannuitant,2022,super,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0,NA,NA,,,
Superannuitant,2022,super,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0,NA,NA,,,
Superannuitant,2022,super,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.1,NA,NA,,,
Superannuitant,2022,super,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,NA,NA,,,
Superannuitant,2022,super,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,9.2,NA,NA,,,
Superannuitant,2022,super,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.2,NA,NA,,,
Superannuitant,2022,super,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,NA,NA,,,
Superannuitant,2022,super,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,5.9,NA,NA,,,
Superannuitant,2022,super,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.1,NA,NA,,,
Superannuitant,2022,super,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.7,NA,NA,,,
Superannuitant,2022,super,13,Other expenditure,Interest,group,13,Other expenditure,Interest,1.2,NA,NA,,,
Superannuitant,2022,super,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,1.2,NA,NA,,,
Superannuitant,2022,super,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,7,NA,NA,,,
Superannuitant,2022,super,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,7.1,NA,NA,,,
Superannuitant,2022,super,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,5.4,NA,NA,,,
Superannuitant,2022,super,07.2.02,Petrol,Petrol,class,7,Transport,Transport,5.5,NA,NA,,,
All households,2023,allhh,1,Food,Food,group,1,Food,Food,21,NA,NA,,,
All households,2023,allhh,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,3.2,NA,NA,,,
All households,2023,allhh,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.2,NA,NA,,,
All households,2023,allhh,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7.8,NA,NA,,,
All households,2023,allhh,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2,NA,NA,,,
All households,2023,allhh,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,4.9,NA,NA,,,
All households,2023,allhh,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.5,NA,NA,,,
All households,2023,allhh,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.5,NA,NA,,,
All households,2023,allhh,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.1,NA,NA,,,
All households,2023,allhh,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,2.8,NA,NA,,,
All households,2023,allhh,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.3,NA,NA,,,
All households,2023,allhh,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.5,NA,NA,,,
All households,2023,allhh,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,24.1,NA,NA,,,
All households,2023,allhh,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,12.9,NA,NA,,,
All households,2023,allhh,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.7,NA,NA,,,
All households,2023,allhh,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.6,NA,NA,,,
All households,2023,allhh,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,4.8,NA,NA,,,
All households,2023,allhh,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4.1,NA,NA,,,
All households,2023,allhh,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.1,NA,NA,,,
All households,2023,allhh,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,NA,NA,,,
All households,2023,allhh,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.9,NA,NA,,,
All households,2023,allhh,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,NA,NA,,,
All households,2023,allhh,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.5,NA,NA,,,
